MOH_PRO_ID,NAME,_ADDRESS,COMMUNITY,POSTALCODE,OGF_ID,LON,LAT,LTC_Telephone,LTC_Fax,LTC_Website,_LHIN,_HCRC,_ADMINISTRATOR,_LICENSEE,_MANAGEMENT_FIRM,SERV_TYPE,SERV_DET,_LICENSED_BEDS,_SHORT_TERM_STAY_BEDS_APPROVAL,_RESIDENTS_COUNCIL,_FAMILY_COUNCIL,_ACCREDITATION,_FLSA,ADDITIONAL_INFORMATION
2640,Sherwood Park Manor,1814 County Road #2 East,Brockville,K6V 5T1,127910657,-75.66271926,44.60392432,(613) 342-5531,(613) 342-3767,http://www.sherwoodparkmanor.com,South East,South East,Mr Alfred O'Rourke,Sherwood Park Manor,Not provided,Long-Term Care Home,Non-Profit,107,No,Yes,Yes,No,No,Not provided
2956,Silverthorn Care Community,4350 Mississauga Road,Mississauga,L5M 7C8,127910658,-79.68857837,43.56231685,(905) 817-7050,(905) 812-1173,http://www.siennaliving.ca,Mississauga Halton,Mississauga Halton,Ms Justine Welburn,Specialty Care Mississauga Inc.,Not provided,Long-Term Care Home,For-Profit,160,No,Yes,Yes,Yes,No,Not provided
M573,Simcoe Manor Home for the Aged,5988 - 8TH LINE Main Street East,New Tecumseth,L0G 1A0,127910659,-79.77752525,44.08138624,(905) 729-2267,(905) 729-4350,http://www.simcoe.ca,Central,Central,Ms Susan Fagan,Corporation Of The County Of Simcoe,Not provided,Long-Term Care Home,MHFA,126,Yes,Yes,Yes,Yes,No,Not provided
2763,Smooth Rock Falls Hospital,107 Kelly Road P.O. Box 219,Smooth Rock Falls,P0L 2B0,127911334,-81.61189062,49.27462477,(705) 338-2781,(705) 338-4410,http://www.srfhosp.ca,North East,North East,Ms Samantha Hiebert,Smooth Rock Falls Hospital,Not provided,Long-Term Care Home,Non-Profit,20,No,Yes,No,Yes,Yes,Not provided
3028,South Centennial Manor,240 Fyfe Street,Iroquois Falls,P0K 1E0,127911335,-80.68246675,48.76583255,(705) 258-3836,(705) 258-3694,http://www.micsgroup.com,North East,North East,Mr Paul Chatelain,Anson General Hospital,Not provided,Long-Term Care Home,CHFA,69,Yes,Yes,Yes,Yes,No,Not provided
2597,Southampton Care Centre,140 Grey Street P.O. Box 790,Southampton,N0H 2L0,127911336,-81.36829799,44.48870663,(519) 797-3220,(519) 797-5487,http://www.jarlette.com,South West,South West,Ms Brenda Ohm,Southampton Care Centre Inc.,Not provided,Long-Term Care Home,For-Profit,88,Yes,Yes,Yes,Yes,No,Not provided
2962,Southbridge Pinewood,2625 Walsh Street East,Thunder Bay,P7E 2E5,127911338,-89.27415447,48.37455165,(807) 577-1127,(807) 475-9455,http://www.reveraliving.com/long-term-care/locations/pinewood-court,North West,North West,Mr Jonathan Riabov,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Not provided,Long-Term Care Home,For-Profit,128,No,Yes,Yes,Yes,No,Not provided
2866,Southbridge Roseview,99 Shuniah Street,Thunder Bay,P7A 2Z2,127911339,-89.21554456,48.45041637,(807) 344-6929,(807) 344-7132,http://www.reveraliving.com/long-term-care/locations/roseview-manor,North West,North West,Ms Joanne Lent,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Not provided,Long-Term Care Home,For-Profit,157,No,Yes,Yes,Yes,No,Not provided
2955,Southlake Residential Care Village,640 Grace Street,Newmarket,L3Y 2P6,127911340,-79.45092604,44.05930715,(905) 895-7661,(905) 895-9806,Not provided,Central,Central,Ms Anne Deelstra,Southlake Residential Care Village,Extendicare (Canada) Inc.,Long-Term Care Home,Non-Profit,224,No,Yes,Yes,Yes,No,Not provided
2971,Spencer House,835 West Ridge Blvd.,Orillia,L3V 8B3,127911341,-79.45390519,44.60313625,(705) 326-6609,(705) 326-1482,htpp://www.siennaliving.ca,North Simcoe Muskoka,North Simcoe Muskoka,Ms Traci Vangrinsven,Spencer House Inc.,2063414 Investment Lp,Long-Term Care Home,Non-Profit,160,No,Yes,Yes,Yes,No,Not provided
2413,Springdale Country Manor,2698 Clifford Line R. R. #5,Peterborough,K9J 6X6,127911342,-78.39679602,44.23106333,(705) 742-8811,(705) 742-8812,http://www.omni-way.com/ourhomes/springdale.htm,Central East,Central East,Ms Maureen King,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,Not provided,Long-Term Care Home,For-Profit,68,No,Yes,Yes,Yes,No,Not provided
M575,Spruce Lodge Home for the Aged,643 West Gore Street,Stratford,N5A 1L4,127911343,-81.00083357,43.36759206,(519) 271-4090,(519) 271-5862,Not provided,South West,South West,Mr Peter Bolland,Spruce Lodge Home For The Aged,Not provided,Long-Term Care Home,MHFA,128,Yes,Yes,No,Yes,No,Not provided
2946,Sprucedale Care Centre,96 Kittridge Avenue East,Strathroy,N7G 2A8,127911344,-81.62413093,42.96355146,(519) 245-2808,(519) 245-1767,http://www.sprucedale.ca,South West,South West,Mr Darren Micallaf,Sprucedale Care Centre Inc.,C.D. Micallef Consulting Services Inc.,Long-Term Care Home,For-Profit,96,No,Yes,Yes,Yes,No,Not provided
2926,St. Andrew's Terrace Long Term Care Community,255 St. Andrew's Street,Cambridge,N1S 1P1,127911346,-80.32871076,43.34599199,(519) 620-9512,(519) 620-1434,http://ltc.srgroup.ca/st_andrews_terrace_cambridge.htm,Waterloo Wellington,Waterloo Wellington,Mr Mark Van Dyke,Steeves & Rozema Enterprises Limited,Not provided,Long-Term Care Home,For-Profit,128,No,Yes,Yes,Yes,No,Not provided
2719,St. Clair O'Connor Community Nursing Home,2701 St Clair Avenue East,Toronto,M4B 3M3,127911347,-79.31276407,43.7056045,(416) 757-8757,(416) 751-7315,Not provided,Toronto Central,Toronto Central,Vanda Cozier,St. Clair O'connor Community Inc.,Not provided,Long-Term Care Home,Non-Profit,25,No,Yes,Yes,Yes,No,Not provided
2594,St. George Care Community,225 St. George Street,Toronto,M5R 2M2,127911349,-79.40161309,43.67252429,(416) 967-3985,(416) 967-3951,http://www.leisureworld.ca,Toronto Central,Toronto Central,Ms Nancy Devera,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,Not provided,Long-Term Care Home,For-Profit,238,Yes,Yes,Yes,Yes,No,Not provided
2691,St. Jacques Nursing Home,915 Notre Dame Street P. O. Box 870,Embrun,K0A 1W0,127911350,-75.28651579,45.27228295,(613) 443-3442,(613) 443-1716,http://www.stjacques.com,Champlain,Champlain,Ms Ginette Beaudin,412506 Ontario Ltd.,Not provided,Long-Term Care Home,For-Profit,60,No,Yes,Yes,Yes,No,Not provided
3012,St. Joseph's Continuing Care Centre,14 York Street,Cornwall,K6J 5T2,127911352,-74.73242628,45.01493382,(613) 933-6040,(613) 933-9429,http://www.sjccc.ca,Champlain,Champlain,Ms Gizanne Lafrance-Allaire,"Religious Hospitalers Of St. Joseph Of Cornwall, Ontario",Not provided,Long-Term Care Home,CHFA,150,No,Yes,Yes,Yes,Yes,Not provided
3011,St. Joseph's Health Centre,100 Westmount Road,Guelph,N1H 5H8,127911353,-80.27188856,43.55021193,(519) 824-6000,(519) 763-0264,http://www.sjhcg.ca/,Waterloo Wellington,Waterloo Wellington,Mr. David Wormald,St. Joseph's Health System,Not provided,Long-Term Care Home,CHFA,240,No,Yes,Yes,Yes,No,Not provided
2976,St. Joseph's Lifecare Centre,99 Wayne Gretzky Parkway,Brantford,N3S 6T6,127911354,-80.23530271,43.14552566,(519) 751-7096,(519) 753-7996,http://www.sjlc.ca/default.aspx,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Mr Bidar Swamy,St. Joseph's Health System,Not provided,Long-Term Care Home,Non-Profit,205,No,Yes,Yes,No,No,Not provided
2877,St. Joseph's Manor,70 Spine Road,Elliot Lake,P5A 1X2,127911355,-82.66092351,46.38483317,(705) 848-1443,(705) 848-2596,Not provided,North East,North East,Ms Cynthia Farquhar,St. Joseph's General Hospital Elliot Lake,Not provided,Long-Term Care Home,Non-Profit,64,Yes,Yes,Yes,Yes,No,Not provided
2913,St. Joseph's Villa,1250 South Bay Road,Greater Sudbury,P3E 6L9,127911357,-80.96676747,46.46660588,(705) 674-4447,(705) 674-9550,http://www.sjsudbury.com,North East,North East,Roger Leveille,St. Joseph's Health Centre Of Sudbury,Not provided,Long-Term Care Home,Non-Profit,128,No,Yes,Yes,Yes,No,Not provided
M576,St. Lawrence Lodge,"1803 County Road, #2 East Postal Bag #1130",Brockville,K6V 5T1,127911358,-75.66541796,44.60163751,(613) 345-0255,(613) 345-1029,http://www.stll.org/,South East,South East,Mr Tom Harrington,"The Corporations Of The United Counties Of Leeds And Grenville, The City Of Brockville, The Town Of Gananoque And The Town Of Prescott",Not provided,Long-Term Care Home,MHFA,224,No,Yes,Yes,No,No,Not provided
2927,St. Peter's Residence at Chedoke,125 Redfern Avenue,Hamilton,L9C 7W9,127911360,-79.92012132,43.24047629,(905) 383-0448,(905) 383-1099,http://www.stpeterscc.ca/,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Jennifer Banks,St. Peter's Care Centres,Not provided,Long-Term Care Home,Non-Profit,210,No,Yes,Yes,Yes,No,Not provided
2735,Stayner Care Centre,"244 Main Street East 7308 Highway #26, P.O. Box 350", 244 Main Street East,730 308,127911361,-80.09513238,44.41810358,(705) 428-3614,(705) 428-0537,http://www.jarlette.com,North Simcoe Muskoka,North Simcoe Muskoka,Mr Harrison Jarlette,Stayner Care Centre Inc.,Not provided,Long-Term Care Home,For-Profit,49,No,Yes,No,No,No,Not provided
2863,Stirling Heights,200 Stirling Macgregor Drive,Cambridge,N1S 5B7,127911362,-80.33371336,43.33914819,(519) 622-3434,(519) 622-0403,http://www.reveraliving.com/long-term-care/locations/stirling-heights,Waterloo Wellington,Waterloo Wellington,Ms Cheryl Lawrence-Holmes,Axr Operating (National) Lp,Not provided,Long-Term Care Home,For-Profit,110,No,Yes,Yes,Yes,No,Not provided
2470,Stirling Manor Nursing Home,218 Edward Street P.O. Box 220,Stirling,K0K 3E0,127911363,-77.54845795,44.30225208,(613) 395-2596,(613) 395-0930,http://www.stirlingmanor.com,South East,South East,Ms Charmaine Jordan,Manorcare Partners,Eldercare Management & Consulting Corp.,Long-Term Care Home,For-Profit,75,No,Yes,No,Yes,No,Not provided
2637,Stoneridge Manor,256 High Street,Carleton Place,K7C 1X1,127911364,-76.15419726,45.13579639,(613) 257-4355,(613) 253-2190,http://www.reveraliving.com/long-term-care/locations/stoneridge-manor/,Champlain,Champlain,Ms Vanessa Labrecque,Stoneridge Manor Operating Inc.,Not provided,Long-Term Care Home,For-Profit,60,No,Yes,Yes,Yes,No,Not provided
1002,Strathcona Long Term Care,465 Dublin Street,Mount Forest,N0G 2L3,127911365,-80.74004714,43.97432918,(519) 323-2140,(519) 323-3540,http://www.svch.ca,Waterloo Wellington,Waterloo Wellington,Ms Cate Maclean,Sharon Farms & Enterprises Limited,Not provided,Long-Term Care Home,For-Profit,88,Yes,Yes,Yes,Yes,No,Not provided
M627,Strathmere Lodge,599 Albert Street Box 5000,Strathroy,N7G 3J3,127911366,-81.64392404,42.95569365,(519) 245-2520,(519) 245-5711,https://www.middlesex.ca/departments/long-term-care,South West,South West,Mr Brent Kerwin,The Corporation Of The County Of Middlesex,Not provided,Long-Term Care Home,MHFA,160,Yes,Yes,Yes,No,No,Not provided
2666,Streamway Villa,19 James Street West,Cobourg,K9A 2J8,127911367,-78.16780702,43.96204519,(905) 372-0163,(905) 372-0581,http://www.omniway.ca,Central East,Central East,Ms Kylie Szczebonski,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,Not provided,Long-Term Care Home,For-Profit,59,No,Yes,No,Yes,No,Not provided
2648,Streetsville Care Community,1742 Bristol Road West,Mississauga,L5M 1X9,127911368,-79.70532048,43.58211786,(905) 826-3045,(905) 826-9978,http://www.siennaliving.ca,Mississauga Halton,Mississauga Halton,Ms Jennifer Lee,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,Not provided,Long-Term Care Home,For-Profit,118,No,Yes,Yes,Yes,No,Not provided
2573,Sumac Lodge,1464 Blackwell Road,Sarnia,N7S 5M4,127911369,-82.34671186,43.01031143,(519) 542-3421,(519) 542-3604,http://www.reveraliving.com/long-term-care/locations/sumac-lodge,Erie St. Clair,Erie St. Clair,Ms Kayla Macdonald,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,100,No,Yes,Yes,Yes,No,Not provided
2624,Summit Place,850-4Th Street East,Owen Sound,N4K 6A3,127911370,-80.92755256,44.55877607,(519) 376-3212,(519) 371-0923,http://www.reveraliving.com/long-term-care/locations/summit-place,South West,South West,Ms Cindie Holm,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,119,No,Yes,Yes,Yes,No,Not provided
M579,Sun Parlor Home for Senior Citizens,175 Talbot Street East,Leamington,N8H 1L9,127911371,-82.58946155,42.05584435,(519) 326-1215,(519) 326-8952,http://www.countyofessex.on.ca/sunparlorhome,Erie St. Clair,Erie St. Clair,Ms Jayne Brooks-Keller,The Corporation Of The County Of Essex,Not provided,Long-Term Care Home,MHFA,206,No,Yes,Yes,No,No,Not provided
1013,Sunnycrest Nursing Home,1635 Dundas Street East,Whitby,L1N 2K9,127911372,-78.90906495,43.88694205,(905) 576-0111,(905) 576-4712,http://www.sunnycrest.ca,Central East,Central East,Ms Cathy Mcginn,Sunnycrest Nursing Homes Limited,Not provided,Long-Term Care Home,For-Profit,136,No,Yes,Yes,Yes,No,Not provided
M581,Sunset Manor Home for Senior Citizens,49 Raglan Street,Collingwood,L9Y 4X1,127911374,-80.20123302,44.50190199,(705) 445-4499,(705) 445-9742,http://www.simcoe.ca,North Simcoe Muskoka,North Simcoe Muskoka,Ms Martina Wynia,Corporation Of The County Of Simcoe,Not provided,Long-Term Care Home,MHFA,150,Yes,Yes,Yes,Yes,No,Not provided
2792,Suomi-Koti Toronto Nursing Home,795 Eglinton Avenue East,Toronto,M4G 4E4,127911375,-79.36613808,43.7131213,(416) 421-6719,(416) 425-1971,http://www.suomikoti.ca,Toronto Central,Toronto Central,Ms Kathleen Francis,Toronto Finnish-canadian Seniors Centre,Not provided,Long-Term Care Home,Non-Profit,34,No,Yes,Yes,No,No,Not provided
M616,Tall Pines Long Term Care Centre,1001 Peter Robertson Blvd.,Brampton,L6R 2Y3,127911376,-79.74244351,43.75056449,(905) 791-7800,(905) 792-0346,https://www.peelregion.ca/ltc/pines/,Central West,Central West,Mr Dwayne Green,The Regional Municipality Of Peel,Not provided,Long-Term Care Home,MHFA,160,No,Yes,Yes,Yes,No,Not provided
M619,Teck Pioneer Residence,145A Government Road East Postal Bag Service 1757,Kirkland Lake,P2N 3P4,127911377,-80.01467935,48.15344619,(705) 567-3257,(705) 567-3737,http://www.kltpr.com/,North East,North East,Ms Nancy Theriault,Corporation Of The Town Of Kirkland Lake,Not provided,Long-Term Care Home,MHFA,81,No,Yes,Yes,Yes,No,Not provided
2742,Telfer Place,245 Grand River Street North,Brant,N3L 3V8,127911378,-80.38649446,43.20738996,(519) 442-4411,(519) 442-6724,http://www.reveraliving.com/long-term-care/locations/telfer-place,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Darleen Barber,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,45,No,Yes,Yes,Yes,No,Not provided
2698,Temiskaming Lodge,100 Bruce Street P.O. Box 1180,Temiskaming Shores,P0J 1K0,127911379,-79.63081944,47.4387808,(705) 672-2123,(705) 672-5734,http://www.jarlette.com,North East,North East,Ms Francine Gosselin,Jarlette Ltd.,Not provided,Long-Term Care Home,For-Profit,82,Yes,Yes,Yes,Yes,No,Not provided
2649,Tendercare Living Centre,1020 McNicoll Avenue,Toronto,M1W 2J6,127911380,-79.33600018,43.80576191,(416) 499-2020,(416) 499-3379,http://www.tendercare.ca,Central East,Central East,Mr Francis Martis,Tendercare Nursing Homes Limited,Extendicare (Canada) Inc.,Long-Term Care Home,For-Profit,254,No,Yes,No,Yes,No,Not provided
M583,Terrace Lodge,475 Talbot Street East 49462 Talbot Line,Aylmer,N5H 3A5,127911381,-80.96791481,42.76914405,(519) 773-9205,(519) 765-2627,http://www.elginhomes.ca,South West,South West,Ms Lisa Penner,The Corporation Of The County Of Elgin Municipal Homes,Not provided,Long-Term Care Home,MHFA,100,Yes,Yes,Yes,No,No,Not provided
2864,The Bignucolo Residence,Not provided,Chapleau,P0M 1K0,127911382,-83.41353023,47.84018225,(705) 864-1520,(705) 864-0449,http://www.sschs.ca/Site_Published/Chapleau/chapleau_home.aspx,North East,North East,Ms. Karen Hill,Chapleau Health Services,Not provided,Long-Term Care Home,Non-Profit,18,Yes,Yes,No,Yes,Yes,Not provided
M633,The Elliott Long Term Care Residence,170 Metcalfe Street,Guelph,N1E 4Y3,127911383,-80.25130125,43.55802923,(519) 822-0491,(519) 822-5658,http://www.elliottcommunity.org,Waterloo Wellington,Waterloo Wellington,Ms Sherri Enns,The Elliott,Not provided,Long-Term Care Home,CHFA,85,No,Yes,Yes,Yes,No,Not provided
995,The Fordwich Village Nursing Home,3063 Adelaide Street,Fordwich,N0G 1V0,127911384,-81.02944373,43.87083644,(519) 335-3168,(519) 335-3825,Not provided,South West,South West,Ms Susan Jaunzemis,Atk Care Inc.,Not provided,Long-Term Care Home,For-Profit,33,No,Yes,Yes,Yes,No,Not provided
2896,The Four Seasons Lodge,117 Banting Drive,Deep River,K0J 1P0,127911385,-77.47500369,46.09086669,(613) 584-3333,(613) 584-9635,http://www.drdh.org/fourseasons.html,Champlain,Champlain,Ms Janna Hotson,Deep River And District Hospital,Not provided,Long-Term Care Home,Non-Profit,14,No,Yes,No,Yes,No,Not provided
2699,The Grove,275 Ida Street North,Arnprior,K7S 3M7,127911386,-76.36077656,45.43922893,(613) 623-6547,(613) 623-4554,http://www.arnpriorregionalhealth.ca,Champlain,Champlain,Mr Eric Hanna,The Arnprior And District Memorial Hospital,Not provided,Long-Term Care Home,Non-Profit,61,Yes,Yes,Yes,Yes,No,Not provided
2909,The Henley House,20 Ernest Street,St. Catharines,L2N 7T2,127911387,-79.2578628,43.18491781,(905) 937-9703,(905) 937-9723,http://www.primacareliving.com,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Heather Colyer,Henley House Limited,Not provided,Long-Term Care Home,For-Profit,160,No,Yes,Yes,Yes,No,Not provided
2582,The Heritage Nursing Home,1195 Queen Street East,Toronto,M4M 1L6,127911388,-79.33110887,43.66271639,(416) 461-8185,(416) 461-5472,Not provided,Toronto Central,Toronto Central,Mr Jordan Glick,Heritage Nursing Homes Inc.,Not provided,Long-Term Care Home,For-Profit,201,Yes,Yes,Yes,Yes,No,Not provided
2824,The Jewish Home for the Aged,3560 Bathurst Street,Toronto,M6A 2E1,127911389,-79.43420841,43.7300679,(416) 785-2500,(416) 785-2464,http://www.baycrest.org/,Toronto Central,Toronto Central,Mr Simon Akinsulie,The Jewish Home For The Aged,Not provided,Long-Term Care Home,CHFA,472,No,Yes,Yes,Yes,No,Not provided
M625,The John M. Parrott Centre,309 Bridge Street West,Napanee,K7R 2G4,127911390,-76.97028516,44.2413315,(613) 354-3306,(613) 354-7387,http://www.lennox-addington.on.ca,South East,South East,Ms Angela Malcolm,County Of Lennox And Addington,Not provided,Long-Term Care Home,MHFA,168,Yes,Yes,Yes,Yes,No,Not provided
2852,The Kensington Gardens,25 Brunswick Avenue,Toronto,M5S 2L9,127911391,-79.40343489,43.65819039,(416) 963-9640,(416) 964-0234,http://www.kensingtonhealth.org,Toronto Central,Toronto Central,Mr William O'Neill,The Kensington Health Centre,Not provided,Long-Term Care Home,Non-Profit,350,No,Yes,Yes,Yes,No,Not provided
2093,The Maples Home for Seniors,94 William Street South P.O. Box 400,Tavistock,N0B 2R0,127911392,-80.83842082,43.31753106,(519) 655-2344,(519) 655-2162,Not provided,South West,South West,Ms Joan Hergott,Caressant-care Nursing And Retirement Homes Limited,Not provided,Long-Term Care Home,For-Profit,43,No,Yes,Yes,Yes,No,Not provided
2844,The Meadows,12 Tranquility Avenue,Hamilton,L9G 5C2,127911393,-80.00728954,43.21114058,(905) 304-1993,(905) 304-5036,http://www.reveraliving.com/long-term-care/locations/the-meadows,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Tina Padovani,Axr Operating (National) Lp,Not provided,Long-Term Care Home,For-Profit,128,No,Yes,Yes,Yes,No,Not provided
M515,The Meadows of Dorchester,6623 Kalar Road,Niagara Falls,L2H 2T3,127911394,-79.13695716,43.07924939,(905) 357-1911,(905) 356-2199,http://www.regional.niagara.on.ca/living/seniors/facilities.aspx,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms. Kerry Zahra,The Regional Municipality Of Niagara,Not provided,Long-Term Care Home,MHFA,121,No,Yes,Yes,Yes,No,Not provided
2621,The Norfolk Hospital Nursing Home,365 West Street,Simcoe,N3Y 1T7,127911395,-80.31432071,42.8351572,(519) 429-6973,(519) 429-6988,http://www.ngh.on.ca,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Kelly Issan,The Norfolk Hospital Nursing Home,Not provided,Long-Term Care Home,Non-Profit,80,No,Yes,Yes,Yes,No,Not provided
2631,The O'Neill Centre,33 Christie Street,Toronto,M6G 3B1,127911396,-79.4186853,43.66475359,(416) 536-1116,(416) 536-6941,http://www.oneillcentre.ca/,Toronto Central,Toronto Central,Ms Margarette Pagliaroli,848357 Ontario Inc.,Responsive Health Management Inc.,Long-Term Care Home,For-Profit,162,Yes,Yes,No,Yes,No,Not provided
2642,The Palace,92 Centre Street,Alexandria,K0C 1A0,127911345,-74.63263388,45.31135868,(613) 525-2022,(613) 525-2023,http://www.thepalaceltc.ca,Champlain,Champlain,Mr Diane Dupuis,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Not provided,Long-Term Care Home,For-Profit,70,No,Yes,Yes,Yes,Yes,Not provided
M564,The Pines,98 Pine Street,Bracebridge,P1L 1N5,127911398,-79.29821688,45.05168703,(705) 645-4488,(705) 645-6857,http://www.thepinesltc.ca,North Simcoe Muskoka,North Simcoe Muskoka,Ms Kim Landry,The District Of The Municipality Of Muskoka,Extendicare (Canada) Inc.,Long-Term Care Home,MHFA,160,No,Yes,No,Yes,No,Not provided
2873,The Salvation Army Ottawa Grace Manor,1156 Wellington Street,Ottawa,K1Y 2Z3,127911399,-75.72755575,45.40087475,(613) 722-8025,(613) 722-3147,http://www.gracemanor.ca,Champlain,Champlain,Cameron Mccallum (Interim),The Governing Council Of The Salvation Army In Canada,Not provided,Long-Term Care Home,Non-Profit,128,No,Yes,Yes,Yes,No,Not provided
1101,The Villa Care Centre,689 Yonge Street,Midland,L4R 2E1,127911400,-79.89055495,44.74304775,(705) 526-4238,(705) 526-5080,http://www.jarlette.com,North Simcoe Muskoka,North Simcoe Muskoka,Ms Brenda Mcculla (Interim),Jarlette Ltd.,Not provided,Long-Term Care Home,For-Profit,114,Yes,Yes,No,Yes,No,Not provided
2681,The Village Green Nursing Home,166 Pleasant Drive P.O. Box 94,Greater Napanee,K0K 2Z0,127911403,-76.98430717,44.30036201,(613) 388-2693,(613) 388-2694,http://www.omni-way.com/ourhomes/villagegreen.htm,South East,South East,Mrs Linda Pierce,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,Not provided,Long-Term Care Home,For-Profit,66,No,Yes,Yes,Yes,No,Not provided
2881,The Village of Erin Meadows,2930 Erin Centre Boulevard,Mississauga,L5M 7M4,127911405,-79.72146698,43.55311895,(905) 569-7155,(905) 569-8617,http://www.oakwoodretirement.com/,Mississauga Halton,Mississauga Halton,M. Denis Zafirovski,Schlegel Villages Inc.,Not provided,Long-Term Care Home,For-Profit,180,No,Yes,Yes,Yes,No,Not provided
2957,The Village of Humber Heights,2245 Lawrence Avenue West,Toronto,M9P 3W3,127911407,-79.52689903,43.69709549,(416) 235-0201,(416) 235-2507,http://www.oakwoodretirement.com/,Central,Central,Mrs Pauline Dell'Oso,Oakwood Retirement Communities Inc.,Not provided,Long-Term Care Home,For-Profit,192,No,Yes,No,Yes,No,Not provided
2859,The Village of Sandalwood Park,425 Great Lakes Drive,Brampton,L6R 2W8,127911409,-79.77161592,43.74104418,(905) 458-9272,(905) 458-1312,http://www.schlegelvillages.com,Central West,Central West,Ms Zohora Mohammed,Oakwood Retirement Communities Inc.,Not provided,Long-Term Care Home,For-Profit,120,No,Yes,Yes,Yes,No,Not provided
2854,The Village of Tansley Woods,4100 Upper Middle Road,Burlington,L7M 4W8,127911410,-79.79950629,43.38366212,(905) 336-9904,(905) 336-7143,http://www.oakwoodretirement.com/,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Ripu Phull,Oakwood Retirement Communities Inc.,Not provided,Long-Term Care Home,For-Profit,144,No,Yes,Yes,Yes,No,Not provided
2902,The Village of Taunton Mills,3800 Brock Street North,Whitby,L1R 3A5,127911411,-78.95825567,43.91311835,(905) 666-3156,(905) 666-9601,http://www.schlegelvillages.com,Central East,Central East,Mr Daniel Kennedy,Oakwood Retirement Communities Inc.,Not provided,Long-Term Care Home,For-Profit,120,No,Yes,Yes,Yes,No,Not provided
2841,The Village of Wentworth Heights,1620 Upper Wentworth Street,Hamilton,L9B 2W3,127911412,-79.8734337,43.19831718,(905) 575-4735,(905) 575-4450,http://www.oakwoodretirement.com/,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Sara Calder,Oakwood Retirement Communities Inc.,Not provided,Long-Term Care Home,For-Profit,120,No,Yes,Yes,Yes,No,Not provided
2783,The Village of Winston Park,695 Block Line Road,Kitchener,N2E 3K1,127911413,-80.49867202,43.41122099,(519) 576-2430,(519) 576-8990,http://www.winstonpark.net,Waterloo Wellington,Waterloo Wellington,Mr Brad Lawrence,Winston Hall Nursing Homes Limited,Not provided,Long-Term Care Home,For-Profit,95,No,Yes,No,Yes,No,Not provided
2599,The Village Seniors Community,101-10Th Street,Hanover,N4N 1M9,127911414,-81.03581766,44.15072279,(519) 364-4320,(519) 364-6953,http://www.reveraliving.com/long-term-care/locations/the-village,South West,South West,Mr Dylan Subject,Hanover Operating Inc.,Not provided,Long-Term Care Home,For-Profit,70,No,Yes,Yes,Yes,No,Not provided
2784,The Wellington Nursing Home,1430 Upper Wellington Street,Hamilton,L9A 5H3,127911415,-79.8796732,43.20947928,(905) 385-2111,(905) 385-2110,http://www.thewellington.ca/,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Lisa Brentnall,Barton Retirement Inc.,Southrim Development Inc.,Long-Term Care Home,For-Profit,102,No,Yes,Yes,Yes,No,Not provided
7069,The West Nipissing General Hospital,725 Coursol,West Nipissing,P2B 2Y6,127911416,-79.91782102,46.37243372,(705) 753-3110,(705) 753-3131,http://www.wngh.ca,North East,North East,Cynthia Desormiers,The West Nipissing General Hospital,Not provided,Long-Term Care Home,Non-Profit,48,No,Yes,No,Yes,No,Not provided
